,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding,combined,output,T5_SS1,T5_SS2,T5_result,messages,USE_similarity,SS1_USE,SS2_USE,result_USE
45,726a0fc9-8c6f-451e-838b-c48140817dfc,We took a family vacation to the beach last year.,I spent a lot of time reading with my mom on the beach.,"One day while reading, I got stung by a horrible beach wasp.","My arm swelled and was painful, I almost had to go to the hospital.",Eventually I healed.,I found I loved being swollen.,1,"We took a family vacation to the beach last year. I spent a lot of time reading with my mom on the beach. One day while reading, I got stung by a horrible beach wasp. My arm swelled and was painful, I almost had to go to the hospital.",I learned that the beach is a great place to relax.,0.4,0.0,1,"['I learned that the beach is a great place to relax.', 'Eventually I healed.', 'I found I loved being swollen.']","(0.10822423, 0.2451728, 2)",0.10822422802448273,0.24517279863357544,2
46,696b9d6a-40a4-434d-8a01-aec20c4400a3,Donald was kind of the class clown.,He wanted to be class president.,So he figured if he acted like an idiot people would vote for him.,He would get up and just yell and be foolish.,Don hated elections.,Donald hoped this foolishness won him the election.,2,Donald was kind of the class clown. He wanted to be class president. So he figured if he acted like an idiot people would vote for him. He would get up and just yell and be foolish.,But then he would be class president.,0.0,0.0,2,"['But then he would be class president.', 'Don hated elections.', 'Donald hoped this foolishness won him the election.']","(0.21980831, 0.24365702, 2)",0.21980831027030945,0.24365702271461487,2
47,16eeb330-b579-4a0f-a1e6-0b7aad454c54,Eddie and Angela hadn't been talking to each other for a long time.,They lived in their house together like strangers.,"Finally, they sat down and agreed, it was time for a divorce.",Eddie went to the courthouse and filed the paperwork.,They were divorced a few months later.,They fell back in love and stayed together forever.,1,"Eddie and Angela hadn't been talking to each other for a long time. They lived in their house together like strangers. Finally, they sat down and agreed, it was time for a divorce. Eddie went to the courthouse and filed the paperwork.",Angela and Eddie are now happily divorcing.,2.8,0.0,1,"['Angela and Eddie are now happily divorcing.', 'They were divorced a few months later.', 'They fell back in love and stayed together forever.']","(0.3267515, 0.26506612, 1)",0.3267515003681183,0.26506611704826355,1
48,ed614284-2364-4b9c-bc02-5e0aad3d8968,Rachel adopted a cat over ten Years ago.,"Suddenly, the cat was acting more lethargic and losing weight.","Concerned, Rachel took her cat to the vet.",The vet told Rachel that her cat had developed cancer.,Rachel was excited to hear the news.,The vet treated her cat's cancer the best they could.,2,"Rachel adopted a cat over ten Years ago. Suddenly, the cat was acting more lethargic and losing weight. Concerned, Rachel took her cat to the vet. The vet told Rachel that her cat had developed cancer.",Rachel decided to adopt a cat again.,0.8,0.4,1,"['Rachel decided to adopt a cat again.', 'Rachel was excited to hear the news.', ""The vet treated her cat's cancer the best they could.""]","(0.4742922, 0.37405795, 1)",0.47429218888282776,0.37405794858932495,1
49,87678fdf-ad4e-4ff0-93d0-039fa451b49b,Jim is a new driver and has never been pulled over before.,Yesterday he was pulled over for speeding.,The officer explained to him why he was being given a ticket.,Jim will have to work overtime to pay for the ticket.,Jim is very upset.,Jim was happy to see the officer.,1,Jim is a new driver and has never been pulled over before. Yesterday he was pulled over for speeding. The officer explained to him why he was being given a ticket. Jim will have to work overtime to pay for the ticket.,He is now working overtime to pay for the ticket.,0.0,0.0,2,"['He is now working overtime to pay for the ticket.', 'Jim is very upset.', 'Jim was happy to see the officer.']","(0.113336615, 0.30106056, 2)",0.11333661526441574,0.3010605573654175,2
50,33882739-51ca-446f-8bd0-2bbf7cfcba37,I love avocados.,I ate a sandwich covered in them.,"After I ate it, my mouth was itchy and tingly.",I talked to my doctor about it later.,"He said I was paranoid, and charged me $100.",It turned out I was allergic to avocados.,2,"I love avocados. I ate a sandwich covered in them. After I ate it, my mouth was itchy and tingly. I talked to my doctor about it later.",He said I should eat avocados every day.,0.4,0.8,2,"['He said I should eat avocados every day.', 'He said I was paranoid, and charged me $100.', 'It turned out I was allergic to avocados.']","(0.2205311, 0.5342914, 2)",0.22053110599517822,0.5342913866043091,2
51,3ef66340-b2fd-4c12-bc1c-b28730b571a1,David was an author that had trouble finding inspiration for his work.,One day he had a dream of him being in a post apocalyptic world.,He thought that this was destiny and began to write his thoughts.,Eventually he had hundreds of pages written.,David then uploaded his new video.,David then had his manuscript published.,2,David was an author that had trouble finding inspiration for his work. One day he had a dream of him being in a post apocalyptic world. He thought that this was destiny and began to write his thoughts. Eventually he had hundreds of pages written.,He was able to publish his work and become a literary icon.,0.8,3.2,2,"['He was able to publish his work and become a literary icon.', 'David then uploaded his new video.', 'David then had his manuscript published.']","(0.19297737, 0.4740822, 2)",0.19297736883163452,0.47408220171928406,2
52,26b26a0d-d7c5-4c50-bb94-bd236cd6b46f,Boris was addicted to video games.,His mother was concerned.,She called a psychologist to get help.,The psychologist tried to convince Boris to stop his addiction.,Boris realized he was wasting his life.,Boris decided to wear the dress.,1,Boris was addicted to video games. His mother was concerned. She called a psychologist to get help. The psychologist tried to convince Boris to stop his addiction.,Boris was able to quit playing video games.,0.8,0.4,1,"['Boris was able to quit playing video games.', 'Boris realized he was wasting his life.', 'Boris decided to wear the dress.']","(0.66993153, 0.50669634, 1)",0.6699315309524536,0.506696343421936,1
53,0c0d57aa-92eb-4bb3-8c65-6ce4d89e10a3,A police officer came down with the flu today.,He was unable to go into work as he could barely get out of bed.,His wife spent time taking care of him and making sure he was okay.,He made sure to drink enough and eat enough.,The police officer had to give up his badge and gun.,The police officer eventually got better.,2,A police officer came down with the flu today. He was unable to go into work as he could barely get out of bed. His wife spent time taking care of him and making sure he was okay. He made sure to drink enough and eat enough.,He was able to get to work on time.,0.0,0.4,2,"['He was able to get to work on time.', 'The police officer had to give up his badge and gun.', 'The police officer eventually got better.']","(0.14694197, 0.16202399, 2)",0.14694197475910187,0.16202399134635925,2
54,1ad020f7-a18a-45f9-a112-b9ca83afcad2,My friend nathan and his family went to the lake one summer.,One day Nathan's dad left and didn't leave a lighter for his mom.,Well his mom was very upset and made him walk to the store barefoot.,Poor Nathan had to walk down a gravel road to bring his mom matches.,"When Nathan returned, he felt very happy for the exercise.","When Nathan returned, his mom apologized for being so mean.",2,My friend nathan and his family went to the lake one summer. One day Nathan's dad left and didn't leave a lighter for his mom. Well his mom was very upset and made him walk to the store barefoot. Poor Nathan had to walk down a gravel road to bring his mom matches.,Nathan was very sad but he was able to do it.,1.6,1.0,1,"['Nathan was very sad but he was able to do it.', 'When Nathan returned, he felt very happy for the exercise.', 'When Nathan returned, his mom apologized for being so mean.']","(0.543501, 0.4027547, 1)",0.5435010194778442,0.40275469422340393,1
55,31dd2600-d4c3-4f15-a336-cd0c32237d06,Gary was a brave child.,One day he decided to climb over the fence in his backyard.,His parents looked all over for him.,They found him sitting on the swing at the park.,Gary's parents were relieved to find him.,Gary's parents were disappointed to find him.,1,Gary was a brave child. One day he decided to climb over the fence in his backyard. His parents looked all over for him. They found him sitting on the swing at the park.,Gary was so happy to have such a good father.,3.2,0.8,1,"['Gary was so happy to have such a good father.', ""Gary's parents were relieved to find him."", ""Gary's parents were disappointed to find him.""]","(0.48596892, 0.4842801, 1)",0.4859689176082611,0.4842801094055176,1
56,a9982ad1-a78e-4ab3-b9d5-4f3679d3e043,Timmy was caught with unpaid parking tickets.,He didn't have enough money to pay for them.,Instead he had to be arrested and jailed for two days.,He lost his jobs for missing work.,Timmy was promoted for working so much all the time.,"Timmy then had to find another job,",2,Timmy was caught with unpaid parking tickets. He didn't have enough money to pay for them. Instead he had to be arrested and jailed for two days. He lost his jobs for missing work.,Timmy was never able to pay back the tickets.,0.0,0.8,2,"['Timmy was never able to pay back the tickets.', 'Timmy was promoted for working so much all the time.', 'Timmy then had to find another job,']","(0.56240237, 0.47845617, 1)",0.5624023675918579,0.47845616936683655,1
57,a62e9212-e75b-4078-ae68-f56a1164dc70,"When I was younger, I went to summer camp.",We had a lot of fun playing games with the counselors.,My favorite thing to do was play cards.,The camp counselors knew so many different card games.,My time with the minister was very useful.,My favorite card game was poker.,2,"When I was younger, I went to summer camp. We had a lot of fun playing games with the counselors. My favorite thing to do was play cards. The camp counselors knew so many different card games.",I had a lot of fun playing cards at camp.,0.4,1.6,2,"['I had a lot of fun playing cards at camp.', 'My time with the minister was very useful.', 'My favorite card game was poker.']","(0.2212919, 0.5804522, 2)",0.2212918996810913,0.5804522037506104,2
58,67cf2fb0-431a-404d-9c9f-826dd2d3472b,Amber had a lot of things to do this Sunday.,She made a list of all the places she needed to go.,She hurried to get ready.,She was worried that she would not have enough time.,Amber enjoyed a relaxing two hour brunch.,Amber was so hurried she left the list at home.,2,Amber had a lot of things to do this Sunday. She made a list of all the places she needed to go. She hurried to get ready. She was worried that she would not have enough time.,Luckily she was able to get to her destination in time.,0.4,0.4,2,"['Luckily she was able to get to her destination in time.', 'Amber enjoyed a relaxing two hour brunch.', 'Amber was so hurried she left the list at home.']","(0.08466772, 0.3147332, 2)",0.08466771990060806,0.31473320722579956,2
